title,skills_desc,formatted_experience_level,work_type,location,normalized_salary,remote_allowed,views,applies
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Director,Contract,"New York, NY",134206,0,2076,64
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Executive,Part-time,"Atlanta, GA",133740,1,1077,27
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Internship,Temporary,Remote,108543,1,383,318
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Associate,Internship,Remote,124135,0,2997,377
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Entry Level,Contract,"Austin, TX",163288,1,2498,130
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Entry Level,Contract,"Atlanta, GA",99111,0,4212,119
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Mid-Senior Level,Part-time,"Austin, TX",95031,1,1338,340
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Director,Internship,"New York, NY",132929,0,3566,70
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Executive,Temporary,"Chicago, IL",110211,1,2561,443
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Associate,Full-time,"Atlanta, GA",111577,0,3266,273
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Entry Level,Temporary,"Seattle, WA",134795,1,3804,277
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Associate,Temporary,"Chicago, IL",85331,1,2153,444
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Executive,Internship,"Seattle, WA",103244,0,879,459
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Associate,Contract,"Seattle, WA",68169,1,2234,306
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Director,Temporary,"New York, NY",82104,0,2336,415
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Mid-Senior Level,Contract,"San Francisco, CA",101901,1,1739,136
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Associate,Internship,"San Francisco, CA",124591,0,519,146
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Internship,Internship,"Atlanta, GA",106711,1,1926,87
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Mid-Senior Level,Part-time,"Los Angeles, CA",128893,0,3238,216
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Executive,Full-time,"Denver, CO",60727,0,3789,404
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Mid-Senior Level,Internship,"San Francisco, CA",116359,0,306,406
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Associate,Internship,"Atlanta, GA",158822,0,3490,193
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Associate,Contract,"Seattle, WA",116011,1,3970,421
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Internship,Internship,Remote,144800,0,3896,98
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Entry Level,Temporary,"San Francisco, CA",97863,1,2634,329
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Internship,Part-time,"New York, NY",141577,1,2280,238
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Associate,Part-time,"Atlanta, GA",82998,0,4310,73
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Mid-Senior Level,Temporary,"Denver, CO",70929,1,4406,335
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Internship,Internship,"Austin, TX",99842,1,4327,64
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Internship,Full-time,"Los Angeles, CA",103519,1,1497,302
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Entry Level,Internship,"Seattle, WA",82393,1,4349,426
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Associate,Part-time,"Seattle, WA",129318,0,1546,290
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Associate,Full-time,"Austin, TX",113995,0,1051,379
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Executive,Contract,"San Francisco, CA",108656,1,4121,288
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Entry Level,Contract,Remote,162934,1,1817,197
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Executive,Internship,"Austin, TX",135260,1,4342,449
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Executive,Internship,Remote,105269,0,3905,200
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Executive,Full-time,"Seattle, WA",85567,1,3298,401
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Director,Full-time,"Denver, CO",113840,1,4910,282
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Executive,Internship,"San Francisco, CA",123831,0,1696,104
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Internship,Part-time,"Atlanta, GA",118265,1,3833,99
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Mid-Senior Level,Contract,"Seattle, WA",95424,1,3316,256
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Internship,Full-time,"Austin, TX",80625,1,1006,450
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Internship,Part-time,Remote,74086,1,3850,84
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Associate,Internship,Remote,89187,1,4158,71
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Director,Temporary,"Seattle, WA",135929,0,2254,231
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Executive,Full-time,"Seattle, WA",125539,1,1437,276
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Associate,Temporary,"Denver, CO",130103,0,4206,460
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Entry Level,Part-time,"Denver, CO",97874,1,2595,433
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Entry Level,Contract,"Boston, MA",99215,1,3074,433
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Associate,Part-time,"Austin, TX",99385,1,2542,130
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Mid-Senior Level,Contract,"New York, NY",112044,0,4573,321
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Associate,Part-time,"Austin, TX",91926,1,460,318
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Associate,Full-time,"Denver, CO",137860,0,3164,350
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Director,Full-time,"Boston, MA",126501,0,4837,492
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Entry Level,Temporary,"San Francisco, CA",109774,1,672,37
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Entry Level,Part-time,"Seattle, WA",85008,1,2055,351
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Executive,Part-time,"Los Angeles, CA",123928,1,3144,435
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Internship,Temporary,"Austin, TX",77560,1,1684,380
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Associate,Internship,"Austin, TX",84340,0,2333,311
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Associate,Part-time,"Chicago, IL",124976,0,3392,283
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Mid-Senior Level,Part-time,"Denver, CO",123406,1,3346,32
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Entry Level,Part-time,"Los Angeles, CA",87626,1,1914,419
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Mid-Senior Level,Internship,"Atlanta, GA",127720,1,4141,108
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Director,Full-time,"Chicago, IL",130001,1,1989,294
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Executive,Temporary,"New York, NY",64700,0,1999,317
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Mid-Senior Level,Internship,"Austin, TX",158795,1,2755,119
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Entry Level,Contract,"Boston, MA",72860,1,2429,212
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Director,Contract,"Boston, MA",117526,0,3818,115
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Associate,Internship,"Atlanta, GA",138327,1,1156,55
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Director,Internship,Remote,124500,1,2229,266
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Internship,Full-time,"Chicago, IL",82513,1,1606,456
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Mid-Senior Level,Contract,"Chicago, IL",77830,0,1730,153
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Entry Level,Temporary,"Boston, MA",79781,1,1091,34
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Mid-Senior Level,Part-time,"Boston, MA",67910,0,4690,71
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Associate,Part-time,"Seattle, WA",75847,0,1293,239
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Associate,Full-time,"Boston, MA",65649,1,4068,91
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Entry Level,Full-time,"Denver, CO",99120,0,802,345
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Internship,Contract,"Boston, MA",81951,0,1130,220
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Executive,Temporary,"Chicago, IL",70165,1,2581,409
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Director,Temporary,"Seattle, WA",104352,1,662,206
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Director,Internship,"New York, NY",119746,1,466,356
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Associate,Full-time,"Chicago, IL",138738,0,893,207
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Mid-Senior Level,Part-time,"Boston, MA",93997,1,3203,386
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Mid-Senior Level,Part-time,"Boston, MA",136954,1,4831,171
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Internship,Contract,"Boston, MA",124183,1,1086,217
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Executive,Part-time,"Seattle, WA",108804,1,1057,318
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Mid-Senior Level,Temporary,"Austin, TX",102169,0,3695,416
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Director,Temporary,"Seattle, WA",80595,1,954,436
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Mid-Senior Level,Full-time,"San Francisco, CA",139592,1,1669,53
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Executive,Contract,"Denver, CO",115643,0,2356,297
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Director,Part-time,"Los Angeles, CA",95823,1,4009,288
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Mid-Senior Level,Full-time,"Denver, CO",105972,0,4203,413
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Director,Internship,"Boston, MA",120882,1,4932,284
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Associate,Internship,"Los Angeles, CA",85858,0,2322,230
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Associate,Part-time,"New York, NY",90519,0,4276,465
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Internship,Part-time,Remote,133769,1,337,294
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Associate,Part-time,"Chicago, IL",120020,1,3388,155
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Mid-Senior Level,Temporary,"Austin, TX",152748,0,4382,78
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Executive,Part-time,Remote,97085,1,4825,149
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Director,Internship,"Seattle, WA",94838,1,1832,19
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Entry Level,Part-time,"San Francisco, CA",124912,1,3161,120
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Associate,Contract,"Atlanta, GA",72879,0,914,46
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Associate,Internship,"Denver, CO",113798,1,4809,90
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Entry Level,Contract,Remote,157255,0,1286,105
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Entry Level,Internship,"San Francisco, CA",139290,1,2325,64
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Mid-Senior Level,Full-time,"Boston, MA",156073,1,1084,141
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Director,Internship,"Seattle, WA",100255,1,897,232
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Associate,Internship,"Seattle, WA",61447,0,4262,393
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Executive,Contract,"Chicago, IL",138005,1,643,72
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Mid-Senior Level,Contract,"Los Angeles, CA",119195,0,619,483
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Mid-Senior Level,Internship,"Los Angeles, CA",97850,1,2646,21
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Executive,Internship,Remote,123400,0,1554,155
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Executive,Temporary,"New York, NY",76953,1,1158,273
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Internship,Full-time,"Los Angeles, CA",120874,0,2336,41
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Executive,Full-time,"Los Angeles, CA",103535,0,1212,477
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Entry Level,Part-time,"Boston, MA",105000,1,3506,58
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Associate,Internship,"Boston, MA",94503,1,1046,369
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Internship,Internship,"San Francisco, CA",105493,1,4130,456
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Entry Level,Internship,"Seattle, WA",64055,0,235,470
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Internship,Internship,"Seattle, WA",148170,0,2693,196
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Associate,Full-time,"Seattle, WA",117408,1,892,352
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Internship,Contract,"San Francisco, CA",122049,1,1236,460
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Entry Level,Temporary,"Atlanta, GA",119440,0,1462,108
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Director,Contract,"Boston, MA",113251,1,654,176
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Associate,Contract,"San Francisco, CA",104532,1,2672,315
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Mid-Senior Level,Full-time,"Seattle, WA",104924,1,3503,222
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Associate,Temporary,Remote,108037,0,2354,208
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Associate,Internship,"Boston, MA",102546,1,1466,255
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Associate,Full-time,"Austin, TX",106579,0,1048,163
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Director,Full-time,"Los Angeles, CA",116085,1,203,416
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Entry Level,Temporary,"Boston, MA",92390,0,1146,105
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Mid-Senior Level,Part-time,"Boston, MA",123280,1,4126,72
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Entry Level,Full-time,"Seattle, WA",124118,1,2714,203
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Internship,Contract,"Denver, CO",69864,1,3431,432
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Internship,Contract,"Atlanta, GA",107084,1,1063,331
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Internship,Internship,"Boston, MA",118989,1,3371,368
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Entry Level,Full-time,"San Francisco, CA",100628,1,937,311
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Executive,Internship,"New York, NY",86849,0,2558,408
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Director,Full-time,"Seattle, WA",117566,0,981,281
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Executive,Temporary,"Seattle, WA",110702,1,3288,385
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Internship,Full-time,"Denver, CO",126196,1,4619,99
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Director,Part-time,"Chicago, IL",95385,1,2302,337
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Entry Level,Contract,"New York, NY",69336,0,3434,281
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Internship,Temporary,"Austin, TX",116225,1,2298,94
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Entry Level,Contract,"Los Angeles, CA",111021,0,311,304
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Director,Internship,"Chicago, IL",103782,1,1315,404
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Entry Level,Temporary,Remote,113341,0,980,481
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Entry Level,Part-time,"Boston, MA",134918,1,854,45
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Mid-Senior Level,Contract,Remote,109094,1,800,27
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Executive,Full-time,"Austin, TX",114111,1,2319,416
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Executive,Full-time,"San Francisco, CA",118866,0,470,86
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Executive,Full-time,"Atlanta, GA",104049,0,1832,58
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Associate,Temporary,"San Francisco, CA",157719,1,901,435
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Mid-Senior Level,Part-time,"San Francisco, CA",140992,1,1089,368
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Internship,Part-time,"San Francisco, CA",129037,0,4871,245
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Internship,Part-time,"New York, NY",114567,1,515,53
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Internship,Contract,"Seattle, WA",159451,1,3065,118
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Executive,Temporary,"Boston, MA",118513,1,3437,138
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Executive,Full-time,"Los Angeles, CA",139647,0,3712,16
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Mid-Senior Level,Contract,"New York, NY",73335,0,1720,313
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Entry Level,Part-time,"Chicago, IL",129140,1,1635,121
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Executive,Full-time,"Chicago, IL",103590,1,4444,222
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Internship,Temporary,"New York, NY",74837,1,2892,409
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Entry Level,Internship,"Austin, TX",72122,1,672,313
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Executive,Part-time,Remote,94840,0,4993,471
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Director,Part-time,"New York, NY",106007,0,4956,436
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Associate,Part-time,"New York, NY",116297,0,3755,316
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Executive,Part-time,"Los Angeles, CA",87684,1,392,372
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Director,Full-time,"Los Angeles, CA",106393,1,4393,75
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Mid-Senior Level,Temporary,"Seattle, WA",92754,0,179,40
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Director,Contract,"Los Angeles, CA",90799,0,4332,304
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Mid-Senior Level,Full-time,"Seattle, WA",113727,1,4408,274
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Executive,Temporary,"San Francisco, CA",109107,1,1962,306
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Mid-Senior Level,Contract,Remote,80993,1,718,328
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Director,Part-time,"Austin, TX",130805,0,1059,23
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Associate,Temporary,Remote,98114,1,3378,67
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Entry Level,Part-time,"Seattle, WA",132789,0,3835,467
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Entry Level,Temporary,"Los Angeles, CA",106314,0,2313,353
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Associate,Internship,"New York, NY",107942,0,3674,251
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Internship,Part-time,"Boston, MA",96138,0,4096,362
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Entry Level,Part-time,"San Francisco, CA",119527,1,2577,257
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Executive,Part-time,"Denver, CO",114190,1,3351,107
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Internship,Full-time,"Chicago, IL",126723,0,2268,477
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Executive,Contract,"Seattle, WA",97886,1,3345,457
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Director,Part-time,Remote,91779,0,2478,421
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Director,Part-time,"Los Angeles, CA",113174,1,1822,397
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Internship,Full-time,"San Francisco, CA",109086,0,1261,171
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Internship,Full-time,"Chicago, IL",102322,1,1989,397
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Internship,Internship,"Denver, CO",147596,0,2140,256
